type,client,tx,amount
chargeback,49376,344,
withdrawal,61173,2335,6156.268
dispute,20005,756,
deposit,21152,2336,2570.89875
chargeback,4499,911,
chargeback,47167,164,
dispute,22661,239,
deposit,61901,2337,1992.7341846
withdrawal,61427,2338,2973.03016
deposit,47971,2339,6983.59
deposit,46570,2340,3881.20055
resolve,18956,292,
deposit,355,2341,2400.1173
deposit,7235,2342,7891.067701
resolve,36567,2190,
withdrawal,35076,2343,4734.3948
dispute,51490,1372,
chargeback,63961,1213,
withdrawal,34969,2344,9551.1982433
withdrawal,646,2345,4383.12663751
deposit,10395,2346,5711.34135
dispute,33014,1780,
chargeback,26956,860,
deposit,35837,2347,3529.40495095
chargeback,43123,2300,
resolve,13606,950,
resolve,62866,1625,
resolve,55942,1071,
resolve,52850,1203,
dispute,19525,620,
resolve,42556,1329,
deposit,16008,2348,6328.77520055
chargeback,24579,1378,
dispute,56416,311,
deposit,7847,2349,6028.51744
dispute,58612,24,
withdrawal,63249,2350,6075.3492
withdrawal,16533,2351,6943.62740
chargeback,15425,1090,
chargeback,36759,1107,
dispute,13436,1080,
dispute,43563,1370,
chargeback,48624,978,
withdrawal,57341,2352,4324.41081415
deposit,56343,2353,8254.7792
resolve,39743,2198,
resolve,43915,1307,
dispute,30957,807,
chargeback,64441,412,
deposit,50314,2354,3122.03080085
withdrawal,20947,2355,4796.63556408
chargeback,17839,78,
deposit,56673,2356,3268.894
resolve,11006,1300,
resolve,34275,474,
chargeback,38443,787,
withdrawal,21739,2357,5276.397
deposit
dispute,55972,1374,
resolve,24259,324,
dispute,28652,140,
resolve,1810,664,
deposit,9072,2358,7886.40
deposit,42556,2359,9478.891971
chargeback,39588,2248,
dispute,42955,583,
withdrawal,5126,2360,6760.825
withdrawal,32784,2361,5471.4419
dispute,25806,2181,
withdrawal,7342,2362,5674.14123834
deposit,15315,2363,2238.76
deposit,41,2364,8431.6314
chargeback,31230,487,
withdrawal,14074,2365,591.78602239
withdrawal,18885,2366,3912.81
withdrawal,25902,2367,3086.736
deposit,56528,2368,8685.085
dispute,54726,1951,
chargeback,5168,2057,
withdrawal,255,2369,7675.97889
deposit,1,2,10.0,extra
resolve,11803,1035,
withdrawal,15273,2370,1069.13
dispute,63717,2101,
resolve,54444,16,
dispute,18442,532,
resolve,63233,173,
dispute,45164,1944,
withdrawal,25382,2371,768.3050
deposit,54853,2372,1091.812070
withdrawal,31977,2373,6902.68276
deposit,40703,2374,8958.944731
deposit,27045,2375,8889.31810
dispute,52512,77,
deposit,13192,2376,5754.991
resolve,29518,370,
resolve,59018,350,
withdrawal,42468,2377,8602.30438372
withdrawal,47216,2378,7705.045
withdrawal,43583,2379,6583.8943
withdrawal,38240,2380,9176.1284
resolve,30142,523,
chargeback,6349,690,
resolve,61279,669,
dispute,1972,1027,
chargeback,58744,595,
deposit,51563,2381,1730.64
chargeback,16769,619,
deposit,31107,2382,761.488
chargeback,19562,1636,
deposit,46494,2383,6225.5966386
deposit,4788,2384,8907.7612
chargeback,21780,2059,
withdrawal,33843,2385,4990.3638188
withdrawal,3721,2386,7345.414995
withdrawal,63441,2387,8199.69198
chargeback,1972,1027,
dispute,12984,1942,
resolve,3630,113,
dispute,5147,14,
withdrawal,47109,2388,8728.44583276
withdrawal,38313,2389,6872.37207
dispute,22812,425,
deposit,40820,2390,754.5163637
chargeback,14710,2172,
dispute,38019,127,
resolve,54340,859,
dispute,42219,1585,
chargeback,26793,220,
chargeback,28659,1227,
deposit,18326,2391,6119.57030
deposit,54624,2392,7776.572
withdrawal,29863,2393,5264.4249620
resolve,2213,1553,
withdrawal,19091,2394,9826.8839
resolve,46676,1218,
deposit,51467,2395,5516.15
withdrawal,30955,2396,7664.262
resolve,54611,2282,
chargeback,11384,2153,
dispute,47109,2388,
deposit,43594,2397,515.810019
dispute,12244,1816,
chargeback,40619,2304,
deposit,40657,2398,3778.931505
chargeback,43605,280,
dispute,1254,1336,
dispute,24175,2125,
dispute,56673,2356,
deposit,24913,2399,6192.610
dispute,44567,1245,
chargeback,60440,788,
dispute,2130,290,
chargeback,20959,2050,
withdrawal,46550,2400,4049.312
chargeback,22964,1490,
resolve,42063,443,
dispute,33777,2233,
chargeback,20162,2017,
deposit,56169,2401,6264.06542072
dispute,1355,1247,
dispute,7604,458,
withdrawal,62719,2402,6727.361
dispute,20950,37,
chargeback,29048,1231,
deposit,8923,2403,2410.2056
chargeback,61064,1019,
resolve,61173,2335,
chargeback,17653,2155,
resolve,59145,339,
dispute,46421,2046,
deposit,3683,2404,4103.79
withdrawal,61304,2405,3287.7529622
withdrawal,abc,123,10.5
chargeback,15972,1993,
chargeback,479,2219,
deposit,36488,2406,9634.73635716
chargeback,55771,1478,
deposit,7286,2407,1759.62181
dispute,60654,2142,
deposit,40074,2408,1487.3609678
resolve,44989,1362,
chargeback,65437,2203,
resolve,15063,2280,
withdrawal,1569,2409,2437.5363
chargeback,20705,1652,
withdrawal,44997,2410,673.15063214
withdrawal,54513,2411,331.4792
dispute,6574,1233,
chargeback,47571,1171,
chargeback,44673,1381,
deposit,14359,2412,6163.66733250
deposit,54069,2413,3169.13313
resolve,49376,344,
chargeback,37803,1910,
deposit,1046,2414,557.5027
chargeback,5074,832,
chargeback,56696,1492,
resolve,61901,2337,
resolve,46494,2383,
withdrawal,45501,2415,1287.8113735
chargeback,26484,1932,
deposit,4858,2416,5313.6431
chargeback,50452,1159,
resolve,48013,2201,
chargeback,44328,1528,
chargeback,31723,1036,
deposit,27556,2417,8214.1474678
dispute,21152,2336,
chargeback,20959,2050,
resolve,20444,962,
deposit,48791,2418,2228.892
dispute,35390,1451,
withdrawal,35218,2419,2202.77036547
deposit,17947,2420,9188.22139305
dispute,53942,1734,
resolve,29602,2183,
deposit,40210,2421,8176.47212466
chargeback,27333,1207,
withdrawal,63946,2422,6122.97
withdrawal,64840,2423,7209.44126274
chargeback,18360,1324,
deposit,21480,2424,1426.699706
chargeback,11803,1035,
chargeback,47379,506,
withdrawal,10165,2425,1933.0139898
resolve,33844,1273,
deposit,1,2,-50.0
withdrawal,46773,2426,3592.211152
deposit,26501,2427,5475.3613582
deposit,29907,2428,1664.16835737
deposit,14320,2429,8334.6717
dispute,19587,792,
deposit,24617,2430,3763.32958
withdrawal,45884,2431,2707.29372305
resolve,38877,296,
withdrawal,21928,2432,741.4569754
dispute,57570,126,
withdrawal,43743,2433,1762.848612
chargeback,13178,1503,
chargeback,29863,2393,
resolve,11875,1998,
resolve,56696,1492,
dispute,46799,114,
dispute,29508,193,
dispute,6287,1403,
chargeback,29496,489,
dispute,44948,2269,
chargeback,64441,412,
deposit,55643,2434,3740.767
chargeback,16060,2166,
dispute,34258,395,
withdrawal,14701,2435,3408.68887
chargeback,60326,866,
dispute,53899,2259,
chargeback,26176,970,
withdrawal,6416,2436,3079.50
resolve,19562,1636,
dispute,60124,672,
deposit,10334,2437,9019.851812
resolve,63233,173,
resolve,23514,971,
chargeback,43123,2300,
resolve,32757,1321,
chargeback,15516,1570,
dispute,36235,42,
withdrawal,2665,2438,6327.052167
withdrawal,14997,2439,2114.51331
withdrawal,5149,2440,9699.96412470
deposit,50029,2441,8958.64939
chargeback,30599,1105,
withdrawal,56955,2442,2870.55082
resolve,37139,1542,
deposit,7762,2443,6711.8925
deposit,22735,2444,8421.7064
withdrawal,60012,2445,5448.491
resolve,55407,1778,
withdrawal,19954,2446,2749.926
dispute,39588,2248,
chargeback,26272,1482,
dispute,8746,536,
dispute,25027,1866,
deposit,51960,2447,7105.18169625
chargeback,34344,721,
withdrawal,63546,2448,3345.457920
resolve,61799,2037,
withdrawal,35488,2449,935.8206110
deposit,27075,2450,4077.1451
withdrawal,22586,2451,3326.52811
chargeback,7604,458,
resolve,54340,859,
chargeback,42468,2377,
resolve,62954,1696,
resolve,9679,1271,
withdrawal,56429,2452,2401.5585
withdrawal,56227,2453,6814.3964
deposit,44998,2454,1692.475
dispute,40523,1601,
chargeback,37981,1156,
dispute,26972,1769,
resolve,36015,2158,
resolve,7762,2443,
withdrawal,37342,2455,2094.771
withdrawal,16389,2456,7076.90287
deposit,474,2457,7666.002
resolve,59013,621,
deposit,27297,2458,209.23669
withdrawal,26091,2459,8191.2205468
dispute,38393,1976,
deposit,50953,2460,104.56451
chargeback,31214,2222,
withdrawal,47411,2461,8893.79543955
resolve,14488,1510,
withdrawal,26807,2462,1971.79797268
dispute,13124,1975,
withdrawal,22609,2463,1424.3668215
resolve,6371,79,
chargeback,37274,145,
resolve,34143,989,
chargeback,6107,1874,
deposit,18037,2464,2284.89785
withdrawal,57905,2465,251.1334591
withdrawal,48845,2466,2846.14139081
dispute,18604,1044,
deposit,1800,2467,6763.41
deposit,35114,2468,1875.7077434
chargeback,42538,667,
deposit,12589,2469,6552.374
deposit,20722,2470,9173.942308
deposit,11695,2471,5672.552956
chargeback,39723,1293,
deposit,33811,2472,4184.0974554
dispute,44997,2410,
resolve,42149,1168,
withdrawal,38356,2473,4600.5366022
chargeback,47002,1898,
dispute,49457,706,
chargeback,42955,583,
resolve,2005,1571,
deposit,31096,2474,8306.42998393
withdrawal,17608,2475,8548.969
deposit,57608,2476,8614.388852
resolve,16335,1260,
deposit,19512,2477,8121.4909
chargeback,2017,1839,
chargeback,37114,1496,
dispute,11164,1124,
deposit,60782,2478,1294.452
chargeback,8435,1712,
withdrawal,51934,2479,3949.3208792
deposit,1237,2480,5026.516697
dispute,12958,2161,
chargeback,17024,2092,
chargeback,12783,65,
chargeback,13900,212,
dispute,16887,183,
withdrawal,1034,2481,1550.08255612
deposit,36884,2482,1951.8537
withdrawal,45605,2483,2464.36
deposit,33756,2484,6916.7822
deposit,39191,2485,7846.6151
chargeback,13606,950,
withdrawal,45935,2486,4955.522
withdrawal,7631,2487,4923.3366001
withdrawal,35257,2488,4120.5851632
chargeback,37572,116,
randomtype,1,2,5.0
resolve,64642,3,
withdrawal,64621,2489,5914.23703
deposit,30600,2490,447.3771886
resolve,49809,2008,
resolve,35143,177,
withdrawal,18149,2491,4629.3157
deposit,13704,2492,9632.556919
deposit,52834,2493,244.7079746
dispute,16999,2119,
chargeback,21157,1339,
withdrawal,60126,2494,6005.26
withdrawal,6360,2495,3667.88554455
dispute,37218,1108,
deposit,54332,2496,7422.485901
chargeback,55843,129,
deposit,41206,2497,9038.3654
chargeback,60742,1062,
resolve,6710,1762,
chargeback,58705,1681,
chargeback,41983,2027,
dispute,25294,1918,
chargeback,53021,356,
deposit,39339,2498,3289.77320712
randomtype,1,2,5.0
deposit,52590,2499,1162.23
withdrawal,25840,2500,8993.388462
dispute,20947,2355,
dispute,978,1698,
deposit,15339,2501,8954.90090290
chargeback,14350,1582,
resolve,44745,944,
withdrawal,1982,2502,1846.23
dispute,23514,971,
resolve,50452,1159,
withdrawal,24019,2503,7520.4428779
chargeback,32626,297,
resolve,27232,1953,
resolve,39723,1293,
dispute,37218,1108,
chargeback,37399,153,
deposit,45071,2504,4858.901512
resolve,31030,790,
deposit,34790,2505,6521.0351123
withdrawal,17649,2506,1301.196
chargeback,45859,50,
dispute,51929,1791,
chargeback,5237,40,
dispute,2897,167,
deposit,14628,2507,9566.907048
chargeback,50452,1159,
deposit,47716,2508,9050.11
dispute,59659,1481,
withdrawal,35077,2509,1556.29
withdrawal,abc,123,10.5
withdrawal,11400,2510,7042.825926
deposit,54007,2511,4633.95559
withdrawal,9228,2512,6010.4532046
resolve,8121,335,
resolve,6932,1857,
dispute,34875,1434,
withdrawal,62426,2513,1014.193
chargeback,17986,1380,
dispute,31574,1685,
withdrawal,55479,2514,8971.967
resolve,60012,2445,
chargeback,50958,1688,
chargeback,29545,1344,
deposit,5321,2515,4554.100312
dispute,26176,970,
chargeback,13772,1223,
resolve,31977,2373,
dispute,48497,1037,
resolve,26060,781,
chargeback,33160,1243,
chargeback,12448,778,
deposit,36055,2516,9614.6541
dispute,6835,1337,
dispute,52987,2314,
dispute,5237,40,
deposit,22052,2517,8917.750293
resolve,16787,998,
dispute,25959,2049,
chargeback,36012,2180,
deposit
resolve,27521,2281,
withdrawal,50753,2518,4090.43860699
dispute,50544,711,
dispute,47616,1956,
withdrawal,36737,2519,3572.29
deposit
deposit,5657,2520,9917.6553
deposit,34924,2521,6534.586075
withdrawal,64087,2522,8052.55045721
deposit,33107,2523,733.880424
dispute,24739,2283,
resolve,981,378,
dispute,10725,1326,
resolve,31102,386,
deposit,29626,2524,979.90556660
chargeback,26256,1345,
deposit,6022,2525,986.192
dispute,15411,419,
chargeback,37480,1588,
dispute,64894,476,
deposit,12574,2526,3311.636
chargeback,63158,1773,
withdrawal,44244,2527,3514.09005
resolve,49403,1566,
chargeback,48241,2327,
deposit,42537,2528,5924.8824
chargeback,16579,1572,
chargeback,39287,767,
dispute,45540,1692,
dispute,64354,712,
deposit,7727,2529,629.37
deposit,44652,2530,5221.029
dispute,43562,157,
dispute,41490,656,
dispute,49838,249,
chargeback,32585,1161,
resolve,12665,133,
withdrawal,54685,2531,4655.13674118
dispute,7299,824,
chargeback,38408,424,
chargeback,57651,988,
deposit,39521,2532,2076.534
dispute,52838,1563,
dispute,59032,553,
resolve,36447,2271,
deposit,20959,2533,1105.7782413
chargeback,22831,934,
deposit,10154,2534,734.66
chargeback,34112,1899,
deposit,65404,2535,2079.89307
chargeback,59637,1236,
deposit,27448,2536,9581.26
withdrawal,30311,2537,3576.409786
dispute,8776,2145,
withdrawal,13649,2538,4943.553
deposit,16075,2539,4564.3716
chargeback,61831,244,
chargeback,14738,2290,
withdrawal,28081,2540,944.743
chargeback,25711,224,
dispute,56864,2255,
withdrawal,44190,2541,4707.602734
resolve,19271,1959,
chargeback,53799,1484,
chargeback,37342,2455,
chargeback,22640,726,
resolve,39743,2198,
dispute,47742,1550,
resolve,44653,1745,
withdrawal,27681,2542,370.82522747
dispute,10913,2134,
dispute,24019,2503,
deposit,65287,2543,6080.5752004
withdrawal,36063,2544,1146.20310
withdrawal,63782,2545,2826.39004
resolve,64918,786,
withdrawal,52377,2546,84.18
randomtype,1,2,5.0
dispute,47053,67,
resolve,40817,1123,
deposit,46564,2547,4798.69
withdrawal,11526,2548,3302.049091
dispute,23934,473,
dispute,47453,1809,
withdrawal,abc,123,10.5
withdrawal,31980,2549,6766.402
withdrawal,11951,2550,9681.705
chargeback,48916,1643,
dispute,36063,2544,
resolve,34227,1683,
withdrawal,59433,2551,536.2942677
withdrawal,48852,2552,581.795
resolve,65534,882,
deposit,49278,2553,7453.54784733
deposit,23598,2554,5320.28411
chargeback,59374,2105,
dispute,56900,646,
deposit,33757,2555,9910.712
deposit,25279,2556,6562.61433290
resolve,2874,516,
deposit,59198,2557,502.60706737
randomtype,1,2,5.0
deposit,53068,2558,2636.95382
dispute,2434,341,
chargeback,21777,732,
resolve,22729,1667,
chargeback,54937,2090,
withdrawal,44656,2559,1471.844509
dispute,28906,1583,
chargeback,27521,2281,
chargeback,41495,1568,
resolve,9697,2303,
dispute,9609,987,
withdrawal,15344,2560,3536.04562614
dispute,45164,1944,
chargeback,58245,218,
withdrawal,57925,2561,2704.5538
withdrawal,41733,2562,1267.9797
deposit,21004,2563,3207.79
resolve,21328,2275,
resolve,21046,2114,
withdrawal,25691,2564,8965.3503694
resolve,44149,560,
withdrawal,34307,2565,9711.422
deposit,12374,2566,2922.49283263
dispute,9491,1350,
deposit,58307,2567,264.2137
withdrawal,54034,2568,2472.5040052
resolve,13054,1737,
deposit,46513,2569,5708.31159269
withdrawal,64688,2570,5830.701
chargeback,47703,873,
chargeback,13755,2173,
withdrawal,25378,2571,2536.37
dispute,65096,1656,
resolve,34392,1520,
deposit,11997,2572,1658.5463298
chargeback,28578,445,
chargeback,36967,1818,
withdrawal,56855,2573,2618.8241593
dispute,3875,2033,
resolve,22735,2444,
chargeback,7038,499,
deposit,45102,2574,8454.71423081
withdrawal,abc,123,10.5
chargeback,55373,1081,
chargeback,49235,2297,
withdrawal,41020,2575,1413.042464
chargeback,64141,572,
deposit,59838,2576,6516.30253415
resolve,45170,1875,
chargeback,29591,257,
chargeback,1672,924,
dispute,5195,1952,
chargeback,47504,1807,
chargeback,35251,2022,
withdrawal,25638,2577,9284.82686
deposit,24109,2578,1311.89765164
deposit,55539,2579,1426.8320510
resolve,2897,167,
resolve,15679,2020,
dispute,29178,1016,
chargeback,25919,2,
chargeback,26091,2459,
dispute,48013,2201,
chargeback,8776,898,
dispute,35795,823,
dispute,48916,1643,
chargeback,59824,804,
deposit,58757,2580,9365.0587870
dispute,1,2,10.0
deposit,48339,2581,5506.6520
resolve,21157,1339,
dispute,47870,159,
resolve,40085,853,
dispute,28220,1195,
chargeback,35649,1883,
chargeback,4375,351,
withdrawal,12141,2582,539.15283
deposit,53871,2583,593.676217
resolve,35661,2232,
deposit,33005,2584,5264.65365125
resolve,48224,1348,
dispute,48844,1267,
withdrawal,27640,2585,553.451
dispute,22549,1824,
withdrawal,4775,2586,6129.4479909
withdrawal,63220,2587,8718.21762
resolve,11638,2268,
withdrawal,55342,2588,8771.089283
dispute,1,2,10.0
chargeback,22297,2205,
dispute,50432,1888,
deposit,1,2,-50.0
resolve,6146,1854,
withdrawal,59627,2589,486.674
deposit,4501,2590,33.0258736
chargeback,43563,1370,
deposit,1,2,10.0,extra
dispute,65249,1199,
resolve,30046,598,
chargeback,60762,618,
deposit,62959,2591,317.99067618
resolve,31244,797,
deposit,31296,2592,795.0827
withdrawal,63113,2593,6715.87056
chargeback,40181,1053,
withdrawal,27235,2594,2423.49639207
withdrawal,abc,123,10.5
deposit,4742,2595,4552.21787028
withdrawal,3231,2596,641.504
dispute,62318,1489,
resolve,27556,2417,
resolve,4309,2332,
resolve,26186,1897,
chargeback,44718,1382,
deposit,58707,2597,1568.885733
chargeback,13849,204,
chargeback,26897,1196,
randomtype,1,2,5.0
dispute,62344,2278,
withdrawal,10860,2598,378.11364500
dispute,49814,2329,
deposit,64315,2599,9193.42801796
chargeback,23082,984,
withdrawal,1401,2600,5420.6500
deposit,15844,2601,279.893
dispute,65069,867,
withdrawal,4370,2602,9476.163461
deposit,53396,2603,6933.42
withdrawal,29505,2604,9873.87
chargeback,24579,1378,
resolve,37539,1669,
withdrawal,61424,2605,962.84026
dispute,10401,1101,
dispute,4920,1945,
deposit,1,2,10.0,extra
resolve,2795,176,
withdrawal,35932,2606,6681.20467
dispute,39342,2196,
chargeback,56094,2091,
withdrawal,2832,2607,328.3070314
randomtype,1,2,5.0
deposit,39000,2608,3957.204596
deposit,43409,2609,7731.557829
dispute,1,2,10.0
deposit,45550,2610,795.457803
